772716,664014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
842348,787579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
871867,846314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
887531,876151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
894675,890534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
892048,889708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
890439,889778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
887883,887681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
885824,885278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
887961,887994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
894494,894450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
903881,903837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
925832,925865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
940820,940853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
969723,956350,13406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1013988,974973,18059,0,0,19866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1106114,981288,48406,0,0,76649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1225734,951187,77078,0,0,176741,0,20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1381817,893030,99272,0,0,342217,0,47527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1537008,797035,151315,0,0,504492,0,84962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1677632,727441,128505,24272,0,712599,0,85679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1830143,657782,119481,37269,0,879614,0,137012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1964601,591249,93366,46414,0,1025005,0,209445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2117684,498608,147639,40813,0,1116498,2826,312178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2279799,425368,170098,49304,0,1164483,9582,461285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2476178,358214,172445,62675,0,1198596,14613,669956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2762719,279155,132966,77690,0,1253269,55257,895004,0,69610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3016458,220317,102617,59743,0,1048468,138191,1310580,0,136774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3319354,166997,88540,40945,0,862539,138077,1760444,0,263299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3644480,118062,38245,15891,0,685909,132283,2186559,0,469018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3959724,96576,22193,9826,0,309402,55296,2543415,0,924602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4180608,77849,10074,16858,0,106393,10012,2381969,96134,1488164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4525686,65172,9500,9135,0,46976,12930,1749292,181543,2457983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4819609,47699,2964,5785,0,15490,7416,1123820,368990,3254228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5050622,37500,0,5718,0,9170,0,539578,527619,3943639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5281298,32999,0,5718,0,0,0,156025,446252,4492672,0,0,97350,0,0,0,0,0,0,0,65045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5800479,28941,0,3885,0,0,0,11393,192862,4742717,0,0,279639,0,0,0,0,0,0,412499,144259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6400255,26541,0,3508,0,0,0,3983,103335,4287324,0,0,982052,0,0,0,0,0,0,762755,246473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7281303,24889,0,0,0,0,0,0,44376,3373541,0,0,1975483,0,0,0,0,0,0,1272474,606256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8298349,24889,0,0,0,0,0,0,7652,2501645,0,0,2524306,0,0,190518,0,0,0,2093812,971243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9196830,22495,0,0,0,0,0,0,6079,1901063,0,0,2994916,0,0,42418,0,0,0,2979279,1266296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9789421,20356,0,0,1273,0,0,0,0,1467520,0,0,3285680,0,37117,5045,0,0,0,3490832,1497314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10222351,21491,0,0,0,0,0,0,0,1116996,0,0,3410701,0,109453,0,0,0,0,3949869,1629557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10563854,21491,0,0,0,0,0,0,0,738882,0,0,3497897,0,337008,0,0,0,0,4219352,1764940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11033973,20642,0,0,0,0,0,0,0,372328,0,0,3173584,0,914111,0,0,0,0,4333035,2235989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12419763,20642,0,0,0,0,0,0,0,138065,0,0,2542329,0,1671337,0,0,0,0,2804471,2481858,0,0,351067,0,2427828,0,0,0,0,0,0,0,0,0,0,0,0,0,
13828436,20642,0,0,0,0,0,0,0,66953,0,0,1396172,0,2415309,32731,0,161023,0,1494095,2595932,0,0,1350131,0,4313282,0,0,0,0,0,0,0,0,0,0,0,0,0,
15222037,20642,0,0,0,0,0,0,0,22719,0,0,618289,0,2397438,29479,0,329975,0,792142,2897170,0,0,2595052,0,5358089,0,178876,0,0,0,0,0,0,0,0,0,0,0,
16566175,20642,0,0,0,5305,0,0,0,6540,0,0,427595,0,1639979,11398,0,298608,0,1056717,2354648,0,0,4510934,0,6019014,0,233084,0,0,0,0,0,0,0,0,0,0,0,
19353626,20435,0,0,0,5305,0,0,0,4442,0,0,278923,1510,745394,7831,0,97508,0,869563,3415692,0,0,3675085,0,3763098,0,1829915,4657214,0,0,0,0,0,0,0,0,0,0,
21474836,20435,0,0,0,5305,0,0,0,190,0,0,213892,0,344409,0,0,15837,0,179756,3568326,0,0,1312200,0,2592983,0,4113803,9125989,0,0,0,0,0,0,0,0,0,0,
23968198,20435,0,0,0,5305,0,0,0,190,0,0,189839,0,225860,0,0,0,0,21000,2536568,0,0,868746,0,3297684,0,3047959,8479334,0,562125,0,0,0,4731442,0,0,0,0,
28072873,20435,0,0,0,5305,0,0,0,190,0,0,155118,0,171446,0,0,0,0,0,1440480,0,0,791430,0,3608495,0,1445508,8623739,0,70464,0,0,0,9759605,1998296,0,0,0,
30405444,20435,0,2452,0,5305,0,0,0,190,0,0,148894,0,56145,0,0,0,7115,0,914740,0,0,679701,0,3000418,0,1055829,5419072,2794182,18941,0,0,0,12749251,3550261,0,0,0,
32375436,20435,0,2452,0,5305,0,0,0,190,0,0,148894,0,22081,0,0,0,0,0,350208,0,0,896336,0,1306513,0,241016,4768621,5314058,0,0,0,0,14085425,5231946,0,0,0,
37107498,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,250849,0,0,386514,0,590000,0,23700,2004255,3788069,3223020,0,0,0,15412383,6600042,0,0,0,
42496067,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,53770,0,0,322988,0,158798,0,0,830127,2056026,862958,0,3107582,0,17220388,3733418,0,0,0,
57273608,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,25729,0,0,145345,0,20667,0,0,55240,1006413,220343,0,4072621,0,10229538,10916937,0,0,0,
75469555,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,25729,0,0,67007,0,15098,0,0,10553,520439,167168,0,1043152,0,5501184,17677270,1067045,0,0,
93220357,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,0,0,0,47410,0,5257,0,0,10553,387840,56186,0,133036,0,598545,12993848,1123061,6067256,0,
164544361,20435,0,2452,0,5305,0,0,0,190,0,0,170630,0,0,0,0,0,0,0,0,0,0,17444,0,5257,0,0,0,102151,0,0,32523,0,208399,4026691,1150424,11904291,0,
